Artikelnummer,FAQ
DWDM-XENPAK-32.68,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-32.68?||Auf dem festen ITU-Kanal 1532,68 nm (≈195,60 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-32.68?||Das DWDM-XENPAK-32.68 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-34.25,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-34.25?||Auf dem festen ITU-Kanal 1534,25 nm (≈195,40 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-34.25?||Das DWDM-XENPAK-34.25 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-35.04,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-35.04?||Auf dem festen ITU-Kanal 1535,04 nm (≈195,30 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-35.04?||Das DWDM-XENPAK-35.04 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-35.82,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-35.82?||Auf dem festen ITU-Kanal 1535,82 nm (≈195,20 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-35.82?||Das DWDM-XENPAK-35.82 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-36.61,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-36.61?||Auf dem festen ITU-Kanal 1536,61 nm (≈195,10 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-36.61?||Das DWDM-XENPAK-36.61 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-38.19,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-38.19?||Auf dem festen ITU-Kanal 1538,19 nm (≈194,90 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-38.19?||Das DWDM-XENPAK-38.19 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-38.98,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-38.98?||Auf dem festen ITU-Kanal 1538,98 nm (≈194,80 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-38.98?||Das DWDM-XENPAK-38.98 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-39.77,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-39.77?||Auf dem festen ITU-Kanal 1539,77 nm (≈194,70 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-39.77?||Das DWDM-XENPAK-39.77 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-40.56,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-40.56?||Auf dem festen ITU-Kanal 1540,56 nm (≈194,60 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-40.56?||Das DWDM-XENPAK-40.56 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-42.14,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-42.14?||Auf dem festen ITU-Kanal 1542,14 nm (≈194,40 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-42.14?||Das DWDM-XENPAK-42.14 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-42.94,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-42.94?||Auf dem festen ITU-Kanal 1542,94 nm (≈194,30 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-42.94?||Das DWDM-XENPAK-42.94 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-43.73,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-43.73?||Auf dem festen ITU-Kanal 1543,73 nm (≈194,20 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-43.73?||Das DWDM-XENPAK-43.73 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-44.53,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-44.53?||Auf dem festen ITU-Kanal 1544,53 nm (≈194,10 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-44.53?||Das DWDM-XENPAK-44.53 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-46.12,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-46.12?||Auf dem festen ITU-Kanal 1546,12 nm (≈193,90 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-46.12?||Das DWDM-XENPAK-46.12 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-46.92,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-46.92?||Auf dem festen ITU-Kanal 1546,92 nm (≈193,80 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-46.92?||Das DWDM-XENPAK-46.92 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-47.72,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-47.72?||Auf dem festen ITU-Kanal 1547,72 nm (≈193,70 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-47.72?||Das DWDM-XENPAK-47.72 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-48.51,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-48.51?||Auf dem festen ITU-Kanal 1548,51 nm (≈193,60 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-48.51?||Das DWDM-XENPAK-48.51 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-50.12,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-50.12?||Auf dem festen ITU-Kanal 1550,12 nm (≈193,40 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-50.12?||Das DWDM-XENPAK-50.12 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-50.92,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-50.92?||Auf dem festen ITU-Kanal 1550,92 nm (≈193,30 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-50.92?||Das DWDM-XENPAK-50.92 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-51.72,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-51.72?||Auf dem festen ITU-Kanal 1551,72 nm (≈193,20 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-51.72?||Das DWDM-XENPAK-51.72 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-52.52,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-52.52?||Auf dem festen ITU-Kanal 1552,52 nm (≈193,10 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-52.52?||Das DWDM-XENPAK-52.52 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-54.13,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-54.13?||Auf dem festen ITU-Kanal 1554,13 nm (≈192,90 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-54.13?||Das DWDM-XENPAK-54.13 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-54.94,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-54.94?||Auf dem festen ITU-Kanal 1554,94 nm (≈192,80 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-54.94?||Das DWDM-XENPAK-54.94 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-55.75,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-55.75?||Auf dem festen ITU-Kanal 1555,75 nm (≈192,70 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-55.75?||Das DWDM-XENPAK-55.75 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-56.55,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-56.55?||Auf dem festen ITU-Kanal 1556,55 nm (≈192,60 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-56.55?||Das DWDM-XENPAK-56.55 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-58.17,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-58.17?||Auf dem festen ITU-Kanal 1558,17 nm (≈192,40 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-58.17?||Das DWDM-XENPAK-58.17 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-58.98,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-58.98?||Auf dem festen ITU-Kanal 1558,98 nm (≈192,30 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-58.98?||Das DWDM-XENPAK-58.98 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-59.79,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-59.79?||Auf dem festen ITU-Kanal 1559,79 nm (≈192,20 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-59.79?||Das DWDM-XENPAK-59.79 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-XENPAK-60.61,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-60.61?||Auf dem festen ITU-Kanal 1560,61 nm (≈192,10 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Welche Datenrate und Bauform hat das DWDM-XENPAK-60.61?||Das DWDM-XENPAK-60.61 hat den Formfaktor XENPAK mit 10 Gbit/s (10 Gigabit Ethernet) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
XENPAK-10GB-LR+,"Worüber arbeitet das XENPAK-10GB-LR+?||Über Singlemode bei 1310 nm, 10 km (10GBASE-LR).##Welcher Formfaktor?||XENPAK — die frühe 10-Gigabit-Modulgeneration für Catalyst-Switches und Router mit XENPAK-Steckplatz.##Welche Datenrate und Bauform hat das XENPAK-10GB-LR+?||Das XENPAK-10GB-LR+ hat den Formfaktor XENPAK mit 10 Gbit/s nach 10GBASE-LR."
XENPAK-10GB-ER+,"Worüber arbeitet das XENPAK-10GB-ER+?||Über Singlemode bei 1550 nm, 40 km (10GBASE-ER).##Welcher Formfaktor?||XENPAK — die frühe 10-Gigabit-Modulgeneration für Catalyst-Switches und Router mit XENPAK-Steckplatz.##Welche Datenrate und Bauform hat das XENPAK-10GB-ER+?||Das XENPAK-10GB-ER+ hat den Formfaktor XENPAK mit 10 Gbit/s nach 10GBASE-ER."
XENPAK-10GB-LW,"Worüber arbeitet das XENPAK-10GB-LW?||Über Singlemode bei 1310 nm, 10 km (10GBASE-LW).##Welcher Formfaktor?||XENPAK — die frühe 10-Gigabit-Modulgeneration für Catalyst-Switches und Router mit XENPAK-Steckplatz.##Welche Datenrate und Bauform hat das XENPAK-10GB-LW?||Das XENPAK-10GB-LW hat den Formfaktor XENPAK mit 10 Gbit/s nach 10GBASE-LW."
WDM-XENPAK-REC,"Was ist das WDM-XENPAK-REC?||Ein Receive-Only-WDM-XENPAK — ein reines DWDM-Empfangsmodul im XENPAK-Formfaktor.##Sendet es auch?||Nein, es ist ausschließlich für den Empfang (Receive-Only) einer WDM-Wellenlänge ausgelegt.##Welche Datenrate und Bauform hat das WDM-XENPAK-REC?||Das WDM-XENPAK-REC hat den Formfaktor XENPAK mit 10 Gbit/s nach WDM (Receive-Only)."
DWDM-SFP10G-30.33,"Auf welchem Kanal sendet das DWDM-SFP10G-30.33?||Auf dem festen ITU-Kanal 1530,33 nm (≈195,90 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM mit Duplex-LC.##Welche Datenrate und Bauform hat das DWDM-SFP10G-30.33?||Das DWDM-SFP10G-30.33 hat den Formfaktor SFP+ mit 10 Gbit/s (10GBASE-DWDM) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-SFP10G-31.12,"Auf welchem Kanal sendet das DWDM-SFP10G-31.12?||Auf dem festen ITU-Kanal 1531,12 nm (≈195,80 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM mit Duplex-LC.##Welche Datenrate und Bauform hat das DWDM-SFP10G-31.12?||Das DWDM-SFP10G-31.12 hat den Formfaktor SFP+ mit 10 Gbit/s (10GBASE-DWDM) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-SFP10G-61.41,"Auf welchem Kanal sendet das DWDM-SFP10G-61.41?||Auf dem festen ITU-Kanal 1561,41 nm (≈192,00 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM mit Duplex-LC.##Welche Datenrate und Bauform hat das DWDM-SFP10G-61.41?||Das DWDM-SFP10G-61.41 hat den Formfaktor SFP+ mit 10 Gbit/s (10GBASE-DWDM) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-SFP10G-C-I,"Auf welcher Wellenlänge arbeitet das Modul?||Es ist über das gesamte C-Band frei durchstimmbar (50/100-GHz-ITU-Raster), nicht auf einen festen Kanal beschränkt.##Reichweite und Faser?||C-Band durchstimmbar über Singlemode-Glasfaser, 10GBASE-DWDM mit Duplex-LC.##Welche Datenrate und Bauform hat das DWDM-SFP10G-C-I?||Das DWDM-SFP10G-C-I hat den Formfaktor SFP+ mit 10 Gbit/s (10GBASE-DWDM, 10,3125 Gbit/s) nach 10GBASE-DWDM (ITU, C-Band durchstimmbar)."
DWDM-SFP10G-E-I,"Auf welcher Wellenlänge arbeitet das Modul?||Es ist über das gesamte C-Band frei durchstimmbar (50/100-GHz-ITU-Raster), nicht auf einen festen Kanal beschränkt.##Reichweite und Faser?||C-Band durchstimmbar über Singlemode-Glasfaser, 10GBASE-DWDM mit Duplex-LC.##Welche Datenrate und Bauform hat das DWDM-SFP10G-E-I?||Das DWDM-SFP10G-E-I hat den Formfaktor SFP+ mit 10 Gbit/s (10GBASE-DWDM, 10,3125 Gbit/s) nach 10GBASE-DWDM (ITU, C-Band durchstimmbar)."
DS-SFP-FCGE-SW,"Wofür ist das DS-SFP-FCGE-SW ausgelegt?||Für Fibre-Channel-/Gigabit-Ethernet-Verbindungen über Multimode (OM1/OM2) bei 850 nm, Kurzstrecke (Multimode) (Short Wave (Multiprotokoll FC/GbE)).##In welche Plattform passt es?||In die Cisco MDS 9000 Multilayer-Speichernetz-Switches mit passendem Steckplatz.##Welche Datenrate und Bauform hat das DS-SFP-FCGE-SW?||Das DS-SFP-FCGE-SW hat den Formfaktor SFP mit 1/2 Gbit/s FC + 1 Gbit/s GbE nach 2GFC / 1000BASE-X."
DS-SFP-FCGE-LW,"Wofür ist das DS-SFP-FCGE-LW ausgelegt?||Für Fibre-Channel-/Gigabit-Ethernet-Verbindungen über Singlemode bei 1310 nm, 10 km (Singlemode) (Long Wave (Multiprotokoll FC/GbE)).##In welche Plattform passt es?||In die Cisco MDS 9000 Multilayer-Speichernetz-Switches mit passendem Steckplatz.##Welche Datenrate und Bauform hat das DS-SFP-FCGE-LW?||Das DS-SFP-FCGE-LW hat den Formfaktor SFP mit 1/2 Gbit/s FC + 1 Gbit/s GbE nach 2GFC / 1000BASE-X."
DS-SFP-GE-T,"Wofür ist das DS-SFP-GE-T ausgelegt?||Für Fibre-Channel-/Gigabit-Ethernet-Verbindungen über Kupfer (Cat-5 UTP), 100 m (Cat-5 Kupfer) (1000BASE-T Kupfer).##In welche Plattform passt es?||In die Cisco MDS 9000 Multilayer-Speichernetz-Switches mit passendem Steckplatz.##Welche Datenrate und Bauform hat das DS-SFP-GE-T?||Das DS-SFP-GE-T hat den Formfaktor SFP mit 1 Gbit/s (Gigabit Ethernet) nach 1000BASE-T."
ONS-SI-GE-EX,"Worüber arbeitet das ONS-SI-GE-EX?||Über Singlemode bei 1550 nm, 40 km (1000BASE-EX).##In welche Plattform passt es?||In die Cisco NCS 2000 Optical-Networking-Plattform mit SFP-Steckplatz.##Welche Datenrate und Bauform hat das ONS-SI-GE-EX?||Das ONS-SI-GE-EX hat den Formfaktor SFP mit 1 Gbit/s (Gigabit Ethernet) nach 1000BASE-EX."
ONS-SI-GE-LX,"Worüber arbeitet das ONS-SI-GE-LX?||Über Singlemode bei 1310 nm, 10 km (1000BASE-LX).##In welche Plattform passt es?||In die Cisco NCS 2000 Optical-Networking-Plattform mit SFP-Steckplatz.##Welche Datenrate und Bauform hat das ONS-SI-GE-LX?||Das ONS-SI-GE-LX hat den Formfaktor SFP mit 1 Gbit/s (Gigabit Ethernet) nach 1000BASE-LX."
ONS-SI-GE-SX,"Worüber arbeitet das ONS-SI-GE-SX?||Über Multimode bei 850 nm, bis 500 m (50 µm) / 300 m (62,5 µm) (1000BASE-SX).##In welche Plattform passt es?||In die Cisco NCS 2000 Optical-Networking-Plattform mit SFP-Steckplatz.##Welche Datenrate und Bauform hat das ONS-SI-GE-SX?||Das ONS-SI-GE-SX hat den Formfaktor SFP mit 1 Gbit/s (Gigabit Ethernet) nach 1000BASE-SX."
ONS-SI-GE-ZX,"Worüber arbeitet das ONS-SI-GE-ZX?||Über Singlemode bei 1550 nm, 80 km (1000BASE-ZX).##In welche Plattform passt es?||In die Cisco NCS 2000 Optical-Networking-Plattform mit SFP-Steckplatz.##Welche Datenrate und Bauform hat das ONS-SI-GE-ZX?||Das ONS-SI-GE-ZX hat den Formfaktor SFP mit 1 Gbit/s (Gigabit Ethernet) nach 1000BASE-ZX."
ONS-CXP2-SR25,"Wie erreicht das ONS-CXP2-SR25 300 Gbit/s?||Über zwölf parallele 25-Gigabit-Kanäle (12×25G) auf Multimode-Glasfaser mit 24-Faser-MPO/MTP.##Welche Wellenlänge und Faser?||840–865 nm über Multimode-Glasfaser (Short Reach).##Welche Datenrate und Bauform hat das ONS-CXP2-SR25?||Das ONS-CXP2-SR25 hat den Formfaktor CXP mit 300 Gbit/s (12×25G) nach CXP 12×25G Short Reach."
ONS-SC+-10G-SR,"Welche Reichweite hat das ONS-SC+-10G-SR?||bis 300 m (OM3) über Multimode (10GBASE-SR, SR (Short Reach)).##Worauf beruhen Wellenlänge und Reichweite?||Auf der im NCS-2000-Datenblatt genannten 10GBASE-SR-Spezifikation (IEEE 802.3).##Welche Datenrate und Bauform hat das ONS-SC+-10G-SR?||Das ONS-SC+-10G-SR hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-SR."
ONS-SC+-10G-LR,"Welche Reichweite hat das ONS-SC+-10G-LR?||10 km über Singlemode (10GBASE-LR, LR (Long Reach)).##Worauf beruhen Wellenlänge und Reichweite?||Auf der im NCS-2000-Datenblatt genannten 10GBASE-LR-Spezifikation (IEEE 802.3).##Welche Datenrate und Bauform hat das ONS-SC+-10G-LR?||Das ONS-SC+-10G-LR hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-LR."
ONS-SC+-10G-ER,"Welche Reichweite hat das ONS-SC+-10G-ER?||40 km über Singlemode (10GBASE-ER, ER (Extended Reach)).##Worauf beruhen Wellenlänge und Reichweite?||Auf der im NCS-2000-Datenblatt genannten 10GBASE-ER-Spezifikation (IEEE 802.3).##Welche Datenrate und Bauform hat das ONS-SC+-10G-ER?||Das ONS-SC+-10G-ER hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-ER."
ONS-SC+-10G-ZR,"Welche Reichweite hat das ONS-SC+-10G-ZR?||80 km über Singlemode (10GBASE-ZR, ZR (Weitverkehr)).##Worauf beruhen Wellenlänge und Reichweite?||Auf der im NCS-2000-Datenblatt genannten 10GBASE-ZR-Spezifikation (IEEE 802.3).##Welche Datenrate und Bauform hat das ONS-SC+-10G-ZR?||Das ONS-SC+-10G-ZR hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-ZR."
ONS-SC+-10G-C,"Welche Reichweite hat das ONS-SC+-10G-C?||bis 80 km über Singlemode (10GBASE-DWDM (C-Band tunable), C-Band durchstimmbar).##Worauf beruhen Wellenlänge und Reichweite?||Auf der im NCS-2000-Datenblatt genannten 10GBASE-DWDM (C-Band tunable)-Spezifikation (IEEE 802.3).##Welche Datenrate und Bauform hat das ONS-SC+-10G-C?||Das ONS-SC+-10G-C hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-DWDM (C-Band tunable)."
ONS-SI+-10G-SR,"Welche Reichweite hat das ONS-SI+-10G-SR?||bis 300 m (OM3) über Multimode (10GBASE-SR, SR (Short Reach, industriell)).##Worauf beruhen Wellenlänge und Reichweite?||Auf der im NCS-2000-Datenblatt genannten 10GBASE-SR-Spezifikation (IEEE 802.3).##Welche Datenrate und Bauform hat das ONS-SI+-10G-SR?||Das ONS-SI+-10G-SR hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-SR."
ONS-SI+-10G-LR,"Welche Reichweite hat das ONS-SI+-10G-LR?||10 km über Singlemode (10GBASE-LR, LR (Long Reach, industriell)).##Worauf beruhen Wellenlänge und Reichweite?||Auf der im NCS-2000-Datenblatt genannten 10GBASE-LR-Spezifikation (IEEE 802.3).##Welche Datenrate und Bauform hat das ONS-SI+-10G-LR?||Das ONS-SI+-10G-LR hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-LR."
