Artikelnummer,Attributname,Attributwert
FG-CABLE-SR10-SFP+5,FAQ,"Wofür wird das FG-CABLE-SR10-SFP+5 typischerweise eingesetzt?||Typischer Einsatz: 10x 10 GE SFP+.##Ist das FG-CABLE-SR10-SFP+5 mit Fortinet-Geräten kompatibel?||Das FG-CABLE-SR10-SFP+5 ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version.##Wird das FG-CABLE-SR10-SFP+5 einzeln geliefert?||Ja, das FG-CABLE-SR10-SFP+5 wird als Einzelkomponente geliefert."
FN-CABLE-QSFP28-1,FAQ,"Welche Datenrate und Bauform hat das FN-CABLE-QSFP28-1?||Das FN-CABLE-QSFP28-1 ist ein QSFP28-Kabel mit 100 Gbit/s.##Welche Länge hat das FN-CABLE-QSFP28-1?||Das FN-CABLE-QSFP28-1 hat eine feste Länge von 1 m (Twinax-Kupfer, passiv).##Benötigt das FN-CABLE-QSFP28-1 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##In welchem Temperaturbereich arbeitet das FN-CABLE-QSFP28-1?||Das FN-CABLE-QSFP28-1 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-CABLE-QSFP28-1 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das FN-CABLE-QSFP28-1 mit Fortinet-Geräten kompatibel?||Das FN-CABLE-QSFP28-1 ist eine Fortinet-Kabel-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-CABLE-QSFP28-2,FAQ,"Welche Datenrate und Bauform hat das FN-CABLE-QSFP28-2?||Das FN-CABLE-QSFP28-2 ist ein QSFP28-Kabel mit 100 Gbit/s.##Welche Länge hat das FN-CABLE-QSFP28-2?||Das FN-CABLE-QSFP28-2 hat eine feste Länge von 2 m (Twinax-Kupfer, passiv).##Benötigt das FN-CABLE-QSFP28-2 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##In welchem Temperaturbereich arbeitet das FN-CABLE-QSFP28-2?||Das FN-CABLE-QSFP28-2 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-CABLE-QSFP28-2 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das FN-CABLE-QSFP28-2 mit Fortinet-Geräten kompatibel?||Das FN-CABLE-QSFP28-2 ist eine Fortinet-Kabel-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-CABLE-QSFP28-3,FAQ,"Welche Datenrate und Bauform hat das FN-CABLE-QSFP28-3?||Das FN-CABLE-QSFP28-3 ist ein QSFP28-Kabel mit 100 Gbit/s.##Welche Länge hat das FN-CABLE-QSFP28-3?||Das FN-CABLE-QSFP28-3 hat eine feste Länge von 3 m (Twinax-Kupfer, passiv).##Benötigt das FN-CABLE-QSFP28-3 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##In welchem Temperaturbereich arbeitet das FN-CABLE-QSFP28-3?||Das FN-CABLE-QSFP28-3 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-CABLE-QSFP28-3 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das FN-CABLE-QSFP28-3 mit Fortinet-Geräten kompatibel?||Das FN-CABLE-QSFP28-3 ist eine Fortinet-Kabel-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-CABLE-QSFP28-5,FAQ,"Welche Datenrate und Bauform hat das FN-CABLE-QSFP28-5?||Das FN-CABLE-QSFP28-5 ist ein QSFP28-Kabel mit 100 Gbit/s.##Welche Länge hat das FN-CABLE-QSFP28-5?||Das FN-CABLE-QSFP28-5 hat eine feste Länge von 5 m (Twinax-Kupfer, passiv).##Benötigt das FN-CABLE-QSFP28-5 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##In welchem Temperaturbereich arbeitet das FN-CABLE-QSFP28-5?||Das FN-CABLE-QSFP28-5 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-CABLE-QSFP28-5 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das FN-CABLE-QSFP28-5 mit Fortinet-Geräten kompatibel?||Das FN-CABLE-QSFP28-5 ist eine Fortinet-Kabel-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-CABLE-QSFP28-4SFP28-1,FAQ,"Welche Datenrate und Bauform hat das FN-CABLE-QSFP28-4SFP28-1?||Das FN-CABLE-QSFP28-4SFP28-1 ist ein QSFP28-Kabel mit 100 Gbit/s.##Welche Länge hat das FN-CABLE-QSFP28-4SFP28-1?||Das FN-CABLE-QSFP28-4SFP28-1 hat eine feste Länge von 1 m (Twinax-Kupfer, passiv).##Benötigt das FN-CABLE-QSFP28-4SFP28-1 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das FN-CABLE-QSFP28-4SFP28-1?||Das FN-CABLE-QSFP28-4SFP28-1 ist als QSFP28 auf 4x SFP28 konfektioniert.##In welchem Temperaturbereich arbeitet das FN-CABLE-QSFP28-4SFP28-1?||Das FN-CABLE-QSFP28-4SFP28-1 ist für den Betrieb von -40 bis 85 °C spezifiziert.##Wofür wird das FN-CABLE-QSFP28-4SFP28-1 typischerweise eingesetzt?||Typischer Einsatz: 4x 25 GE SFP28.##Ist das FN-CABLE-QSFP28-4SFP28-1 mit Fortinet-Geräten kompatibel?||Das FN-CABLE-QSFP28-4SFP28-1 ist eine Fortinet-Kabel-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-CABLE-QSFP28-4SFP28-3,FAQ,"Welche Datenrate und Bauform hat das FN-CABLE-QSFP28-4SFP28-3?||Das FN-CABLE-QSFP28-4SFP28-3 ist ein QSFP28-Kabel mit 100 Gbit/s.##Welche Länge hat das FN-CABLE-QSFP28-4SFP28-3?||Das FN-CABLE-QSFP28-4SFP28-3 hat eine feste Länge von 3 m (Twinax-Kupfer, passiv).##Benötigt das FN-CABLE-QSFP28-4SFP28-3 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das FN-CABLE-QSFP28-4SFP28-3?||Das FN-CABLE-QSFP28-4SFP28-3 ist als QSFP28 auf 4x SFP28 konfektioniert.##In welchem Temperaturbereich arbeitet das FN-CABLE-QSFP28-4SFP28-3?||Das FN-CABLE-QSFP28-4SFP28-3 ist für den Betrieb von -40 bis 85 °C spezifiziert.##Wofür wird das FN-CABLE-QSFP28-4SFP28-3 typischerweise eingesetzt?||Typischer Einsatz: 4x 25 GE SFP28.##Ist das FN-CABLE-QSFP28-4SFP28-3 mit Fortinet-Geräten kompatibel?||Das FN-CABLE-QSFP28-4SFP28-3 ist eine Fortinet-Kabel-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-CABLE-QSFP28-4SFP28-5,FAQ,"Welche Datenrate und Bauform hat das FN-CABLE-QSFP28-4SFP28-5?||Das FN-CABLE-QSFP28-4SFP28-5 ist ein QSFP28-Kabel mit 100 Gbit/s.##Welche Länge hat das FN-CABLE-QSFP28-4SFP28-5?||Das FN-CABLE-QSFP28-4SFP28-5 hat eine feste Länge von 5 m (Twinax-Kupfer, passiv).##Benötigt das FN-CABLE-QSFP28-4SFP28-5 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das FN-CABLE-QSFP28-4SFP28-5?||Das FN-CABLE-QSFP28-4SFP28-5 ist als QSFP28 auf 4x SFP28 konfektioniert.##In welchem Temperaturbereich arbeitet das FN-CABLE-QSFP28-4SFP28-5?||Das FN-CABLE-QSFP28-4SFP28-5 ist für den Betrieb von -40 bis 85 °C spezifiziert.##Wofür wird das FN-CABLE-QSFP28-4SFP28-5 typischerweise eingesetzt?||Typischer Einsatz: 4x 25 GE SFP28.##Ist das FN-CABLE-QSFP28-4SFP28-5 mit Fortinet-Geräten kompatibel?||Das FN-CABLE-QSFP28-4SFP28-5 ist eine Fortinet-Kabel-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-CABLE-QSFP56-DAC-L1,FAQ,"Welche Datenrate und Bauform hat das FN-CABLE-QSFP56-DAC-L1?||Das FN-CABLE-QSFP56-DAC-L1 ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das FN-CABLE-QSFP56-DAC-L1?||Das FN-CABLE-QSFP56-DAC-L1 hat eine feste Länge von 1 m (Twinax-Kupfer, passiv).##Benötigt das FN-CABLE-QSFP56-DAC-L1 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##In welchem Temperaturbereich arbeitet das FN-CABLE-QSFP56-DAC-L1?||Das FN-CABLE-QSFP56-DAC-L1 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-CABLE-QSFP56-DAC-L1 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das FN-CABLE-QSFP56-DAC-L1 mit Fortinet-Geräten kompatibel?||Das FN-CABLE-QSFP56-DAC-L1 ist eine Fortinet-Kabel-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-CABLE-QSFP56-DAC-LB5,FAQ,"Welche Datenrate und Bauform hat das FN-CABLE-QSFP56-DAC-LB5?||Das FN-CABLE-QSFP56-DAC-LB5 ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das FN-CABLE-QSFP56-DAC-LB5?||Das FN-CABLE-QSFP56-DAC-LB5 hat eine feste Länge von 2.5 m (Twinax-Kupfer, passiv).##Benötigt das FN-CABLE-QSFP56-DAC-LB5 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##In welchem Temperaturbereich arbeitet das FN-CABLE-QSFP56-DAC-LB5?||Das FN-CABLE-QSFP56-DAC-LB5 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-CABLE-QSFP56-DAC-LB5 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das FN-CABLE-QSFP56-DAC-LB5 mit Fortinet-Geräten kompatibel?||Das FN-CABLE-QSFP56-DAC-LB5 ist eine Fortinet-Kabel-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-CABLE-QSFPDD-DAC-01,FAQ,"Welche Datenrate und Bauform hat das FN-CABLE-QSFPDD-DAC-01?||Das FN-CABLE-QSFPDD-DAC-01 ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das FN-CABLE-QSFPDD-DAC-01?||Das FN-CABLE-QSFPDD-DAC-01 hat eine feste Länge von 1 m (Twinax-Kupfer, passiv).##Benötigt das FN-CABLE-QSFPDD-DAC-01 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das FN-CABLE-QSFPDD-DAC-01?||Das FN-CABLE-QSFPDD-DAC-01 ist als 2× QSFP-DD (fest konfektioniert) konfektioniert.##In welchem Temperaturbereich arbeitet das FN-CABLE-QSFPDD-DAC-01?||Das FN-CABLE-QSFPDD-DAC-01 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-CABLE-QSFPDD-DAC-01 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das FN-CABLE-QSFPDD-DAC-01 mit Fortinet-Geräten kompatibel?||Das FN-CABLE-QSFPDD-DAC-01 ist eine Fortinet-Kabel-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-CABLE-QSFPDD-DAC-B5,FAQ,"Welche Datenrate und Bauform hat das FN-CABLE-QSFPDD-DAC-B5?||Das FN-CABLE-QSFPDD-DAC-B5 ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das FN-CABLE-QSFPDD-DAC-B5?||Das FN-CABLE-QSFPDD-DAC-B5 hat eine feste Länge von 2.5 m (Twinax-Kupfer, passiv).##Benötigt das FN-CABLE-QSFPDD-DAC-B5 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das FN-CABLE-QSFPDD-DAC-B5?||Das FN-CABLE-QSFPDD-DAC-B5 ist als 2× QSFP-DD (fest konfektioniert) konfektioniert.##In welchem Temperaturbereich arbeitet das FN-CABLE-QSFPDD-DAC-B5?||Das FN-CABLE-QSFPDD-DAC-B5 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-CABLE-QSFPDD-DAC-B5 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das FN-CABLE-QSFPDD-DAC-B5 mit Fortinet-Geräten kompatibel?||Das FN-CABLE-QSFPDD-DAC-B5 ist eine Fortinet-Kabel-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-CABLE-QSFPDD-AOC-03,FAQ,"Welche Datenrate und Bauform hat das FN-CABLE-QSFPDD-AOC-03?||Das FN-CABLE-QSFPDD-AOC-03 ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das FN-CABLE-QSFPDD-AOC-03?||Das FN-CABLE-QSFPDD-AOC-03 hat eine feste Länge von 3 m (Aktives optisches Kabel (AOC, OM3)).##Benötigt das FN-CABLE-QSFPDD-AOC-03 eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das FN-CABLE-QSFPDD-AOC-03?||Das FN-CABLE-QSFPDD-AOC-03 ist als 2× QSFP-DD (fest konfektioniert) konfektioniert.##In welchem Temperaturbereich arbeitet das FN-CABLE-QSFPDD-AOC-03?||Das FN-CABLE-QSFPDD-AOC-03 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-CABLE-QSFPDD-AOC-03 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das FN-CABLE-QSFPDD-AOC-03 mit Fortinet-Geräten kompatibel?||Das FN-CABLE-QSFPDD-AOC-03 ist eine Fortinet-Kabel-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-CABLE-QSFPDD-2QSFP56-L1,FAQ,"Welche Datenrate und Bauform hat das FN-CABLE-QSFPDD-2QSFP56-L1?||Das FN-CABLE-QSFPDD-2QSFP56-L1 ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das FN-CABLE-QSFPDD-2QSFP56-L1?||Das FN-CABLE-QSFPDD-2QSFP56-L1 hat eine feste Länge von 1 m (Twinax-Kupfer, passiv).##Benötigt das FN-CABLE-QSFPDD-2QSFP56-L1 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das FN-CABLE-QSFPDD-2QSFP56-L1?||Das FN-CABLE-QSFPDD-2QSFP56-L1 ist als QSFP-DD auf 2x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das FN-CABLE-QSFPDD-2QSFP56-L1?||Das FN-CABLE-QSFPDD-2QSFP56-L1 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-CABLE-QSFPDD-2QSFP56-L1 typischerweise eingesetzt?||Typischer Einsatz: 2x 200 GE QSFP56.##Ist das FN-CABLE-QSFPDD-2QSFP56-L1 mit Fortinet-Geräten kompatibel?||Das FN-CABLE-QSFPDD-2QSFP56-L1 ist eine Fortinet-Kabel-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-CABLE-QSFPDD-2QSFP56-LB5,FAQ,"Welche Datenrate und Bauform hat das FN-CABLE-QSFPDD-2QSFP56-LB5?||Das FN-CABLE-QSFPDD-2QSFP56-LB5 ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das FN-CABLE-QSFPDD-2QSFP56-LB5?||Das FN-CABLE-QSFPDD-2QSFP56-LB5 hat eine feste Länge von 2.5 m (Twinax-Kupfer, passiv).##Benötigt das FN-CABLE-QSFPDD-2QSFP56-LB5 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das FN-CABLE-QSFPDD-2QSFP56-LB5?||Das FN-CABLE-QSFPDD-2QSFP56-LB5 ist als QSFP-DD auf 2x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das FN-CABLE-QSFPDD-2QSFP56-LB5?||Das FN-CABLE-QSFPDD-2QSFP56-LB5 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-CABLE-QSFPDD-2QSFP56-LB5 typischerweise eingesetzt?||Typischer Einsatz: 2x 200 GE QSFP56.##Ist das FN-CABLE-QSFPDD-2QSFP56-LB5 mit Fortinet-Geräten kompatibel?||Das FN-CABLE-QSFPDD-2QSFP56-LB5 ist eine Fortinet-Kabel-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-CABLE-QSFPDD-8SFP56-L1,FAQ,"Welche Datenrate und Bauform hat das FN-CABLE-QSFPDD-8SFP56-L1?||Das FN-CABLE-QSFPDD-8SFP56-L1 ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das FN-CABLE-QSFPDD-8SFP56-L1?||Das FN-CABLE-QSFPDD-8SFP56-L1 hat eine feste Länge von 1 m (Twinax-Kupfer, passiv).##Benötigt das FN-CABLE-QSFPDD-8SFP56-L1 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das FN-CABLE-QSFPDD-8SFP56-L1?||Das FN-CABLE-QSFPDD-8SFP56-L1 ist als QSFP-DD auf 8x SFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das FN-CABLE-QSFPDD-8SFP56-L1?||Das FN-CABLE-QSFPDD-8SFP56-L1 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-CABLE-QSFPDD-8SFP56-L1 typischerweise eingesetzt?||Typischer Einsatz: 8x 50 GE SFP56.##Ist das FN-CABLE-QSFPDD-8SFP56-L1 mit Fortinet-Geräten kompatibel?||Das FN-CABLE-QSFPDD-8SFP56-L1 ist eine Fortinet-Kabel-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-CABLE-QSFPDD-8SFP56-LB5,FAQ,"Welche Datenrate und Bauform hat das FN-CABLE-QSFPDD-8SFP56-LB5?||Das FN-CABLE-QSFPDD-8SFP56-LB5 ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das FN-CABLE-QSFPDD-8SFP56-LB5?||Das FN-CABLE-QSFPDD-8SFP56-LB5 hat eine feste Länge von 2.5 m (Twinax-Kupfer, passiv).##Benötigt das FN-CABLE-QSFPDD-8SFP56-LB5 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das FN-CABLE-QSFPDD-8SFP56-LB5?||Das FN-CABLE-QSFPDD-8SFP56-LB5 ist als QSFP-DD auf 8x SFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das FN-CABLE-QSFPDD-8SFP56-LB5?||Das FN-CABLE-QSFPDD-8SFP56-LB5 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-CABLE-QSFPDD-8SFP56-LB5 typischerweise eingesetzt?||Typischer Einsatz: 8x 50 GE SFP56.##Ist das FN-CABLE-QSFPDD-8SFP56-LB5 mit Fortinet-Geräten kompatibel?||Das FN-CABLE-QSFPDD-8SFP56-LB5 ist eine Fortinet-Kabel-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
